assessmentId,scientificName,internalTaxonId,doi
202740876,Brownlowia elata,202532388,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T202532388A202740876.en
202740976,Grewia nagensium,202536352,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T202536352A202740976.en
202741202,Pterospermum aceroides,202732050,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T202732050A202741202.en
206909976,Glochidion andamanicum,206837366,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T206837366A206909976.en
209009666,Ochna gamblei,208974595,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T208974595A209009666.en
210018953,Pandanus palakkadensis,210014331,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T210014331A210018953.en
210023075,Syzygium neesianum,30891,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T30891A210023075.en
210023175,Syzygium caryophyllatum,38036,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T38036A210023175.en
210023247,Syzygium calophyllifolium,210010463,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T210010463A210023247.en
210023277,Ficus beddomei,210013452,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T210013452A210023277.en
210023282,Ficus costata,210013545,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T210013545A210023282.en
210023287,Ficus dalhousiae,210013949,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T210013949A210023287.en
211814001,Garcinia succifolia,211716588,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T211716588A211814001.en
213399586,Chionanthus sumatranus,213352738,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T213352738A213399586.en
215199554,Lepidagathis clavata,215199522,
218880247,Perdicula manipurensis,22679012,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22679012A218880247.en
218986656,Syrmaticus humiae,22679330,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T22679330A218986656.en
218992481,Meyna pubescens,200533196,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T200533196A218992481.en
220912087,Lepisanthes andamanica,220761693,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T220761693A220912087.en
222292347,Syzygium sasidharanii,222291660,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T222291660A222292347.en
222292384,Syzygium agastyamalayanum,222291715,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T222291715A222292384.en
222292498,Syzygium ponmudianum,222292291,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T222292291A222292498.en
223447603,Buchanania barberi,31181,
223484923,Tringa guttifer,22693225,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22693225A223484923.en
224134652,Planchonella longipetiolata,224100285,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224100285A224134652.en
224134657,Gymnocladus burmanicus,224088253,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224088253A224134657.en
224134662,Albizia umbrosa,224071357,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T224071357A224134662.en
224134682,Tarenna helferi,224106293,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224106293A224134682.en
224134702,Vaccinium piliferum,224109482,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T224109482A224134702.en
224134732,Syzygium praetermissum,224101293,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224101293A224134732.en
224134792,Dillenia mansonii,224085585,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224085585A224134792.en
224134827,Allophylus subfalcatus,224071631,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224071631A224134827.en
224134837,Syzygium venustum,224101709,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T224101709A224134837.en
224811039,Spilornis klossi,22729465,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T22729465A224811039.en
225970391,Madhuca balakrishnanii,225970375,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T225970375A225970391.en
226499542,Elaeocarpus weibelii,226499453,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T226499453A226499542.en
226834730,Myristica magnifica,37314,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T37314A226834730.en
228009889,Wrightia indica,228007161,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T228007161A228009889.en
228009899,Croton gibsonianus,228007388,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T228007388A228009899.en
230038665,Accipiter butleri,22695494,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T22695494A230038665.en
230253271,Sousa plumbea,82031633,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T82031633A230253271.en
231194805,Dipterocarpus alatus,33007,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T33007A231194805.en
234075458,Pellorneum palustre,22715856,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22715856A234075458.en
239579829,Strobilanthes kunthiana,239578615,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T239578615A239579829.en
239579834,Impatiens parasitica,239578975,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T239578975A239579834.en
239579839,Medinilla anamalaiana,239579056,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T239579056A239579839.en
239856209,Ixora agasthyamalayana,239855551,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T239855551A239856209.en
239905382,Psychotria nudiflora,239905380,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T239905380A239905382.en
239905392,Psychotria anamallayana,239905390,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T239905390A239905392.en
239905442,Nothopegia travancorica,239905440,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T239905440A239905442.en
239905602,Ficus cupulata,239905600,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T239905600A239905602.en
239905632,Ehretia wightiana,239905630,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T239905630A239905632.en
239906078,Psychotria connata,239906076,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T239906076A239906078.en
241500854,Mulleripicus pulverulentus,22681585,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T22681585A241500854.en
242530926,Dipcadi saxorum,242376348,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T242376348A242530926.en
244637841,Asarcornis scutulata,22680064,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22680064A244637841.en
247298014,Coleus idukkianus,247297998,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T247297998A247298014.en
247654386,Chelonia mydas,4615,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T4615A247654386.en
249695988,Montecincla jerdoni,103874145,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T103874145A249695988.en
249819859,Montecincla meridionalis,103874754,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T103874754A249819859.en
250442182,Paradoxornis flavirostris,22716795,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22716795A250442182.en
250900824,Argya longirostris,22716358,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22716358A250900824.en
253660338,Liocichla bugunorum,22734628,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22734628A253660338.en
254095929,Ceropegia evansii,254095810,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T254095810A254095929.en
254095961,Ceropegia mohanramii,254095865,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T254095865A254095961.en
254375039,Pluvialis squatarola,22693749,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22693749A254375039.en
254475508,Ochradenus lakhpatensis,254475077,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T254475077A254475508.en
254576956,Panthera pardus,15954,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T15954A254576956.en
256354281,Calidris subruficollis,22693447,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22693447A256354281.en
256426742,Bos javanicus,2888,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T2888A256426742.en
257323525,Calidris falcinellus,22693464,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22693464A257323525.en
258108195,Belocercus longicaudus,22685513,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22685513A258108195.en
259025524,Acinonyx jubatus,219,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T219A259025524.en
259343689,Arctonyx collaris,70205537,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T70205537A259343689.en
259357017,Trachypithecus geei,22037,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22037A259357017.en
259357527,Trachypithecus pileatus,22041,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22041A259357527.en
261429932,Diospyros crumenata,30864,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T30864A261429932.en
266696959,Panthera leo,15951,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T15951A266696959.en
266877470,Dipcadi ursulae,242376417,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T242376417A266877470.en
