internalTaxonId,latitude,longitude
61987931,10.322817,76.928891
61987931,10.347996,76.931715
61987931,10.369175,76.994109
61987931,15.127036,101.017361
61987931,18.7953,98.9986
61987931,7.9906,98.3381
61987931,15.127036,101.017361
61987931,11.65,99.5833
61987931,15.127036,101.017361
61987931,14.081834,98.196981
61987931,21.957355,100.452547
61987931,22.01071,100.799775
61987931,24.433739,98.588637
61987931,22.01071,100.799775
61987931,21.475834,101.56752
61987931,22.555882,99.932102
61987931,22.010889,100.79926
61987931,21.475834,101.56752
61987931,21.475834,101.56752
61987931,22.02,100.8
61987931,6.42,80.43
61987931,24.02,97.85
61987931,22.25,99.46
61987931,24.82,98.3
61987931,22.02,100.8
61987931,3.083333,101.5
61987931,26.655537,93.382529
61987931,23.55,99.4
61987931,8.81566,77.013268
61987931,12.948781,77.584282
61987931,8.504928,77.466446
61987931,10.357455,76.883507
61987931,6.826342,81.078166
61987931,16.657125,73.521126
61987931,26.988503,94.316498
61987931,8.431111,76.986664
61987931,30.345556,77.99778
61987931,7.293428,80.64083
61987931,23.734323,88.529304
61987931,23.738998,90.401108
61987931,23.738991,90.40123
61987931,16.98793,100.802043
61987931,3.129944,101.657813
61987931,2.945824,101.691778
61987931,6.691358,80.380263
61987931,22.833265,91.716932
61987931,25.174323,94.368718
61987931,5.417231,100.213498
61987931,6.883206,79.865474
61987931,25.98606,90.786566
61987931,22.509935,97.027607
61987931,3.747815,101.534612
61987931,3.747916,101.534717
61987931,3.178692,101.707493
61987931,1.379444,103.960278
61987931,1.366787,103.963536
61987931,6.404358,80.02147
61987931,26.934471,89.026727
61987931,22.409697,91.816527
61987931,27.067699,93.597893
61987931,26.9516,94.226
61987931,27.0613,95.0706
61987931,11.5878,76.1003
61987931,17.64801,99.468231
61987931,8.537547,99.723892
61987931,16.783333,96.166667
61987931,13.75,100.583333
61987931,6.933333,79.85
61987931,3.45,102.416667
61987931,7.60275,99.371694
61987931,5.833333,101.833333
61987931,7.25,80.6
61987931,4.916667,103.35
61987931,7.60275,99.371694
61987931,7.27111,80.59556
61987931,19.333333,98.833333
61987931,8.833333,99.0
61987931,6.083333,101.833333
61987931,8.9167,77.2833
61987931,7.9,80.4
61987931,18.75,98.883333
61987931,19.5,99.166667
61987931,4.65,102.116667
61987931,19.0667,99.75
61987931,14.41666,107.73333
61987931,18.783333,98.983333
61987931,12.866667,74.883333
61987931,7.873054,80.771797
61987931,25.583333,91.633333
61987931,16.5,97.65
61987931,12.443611,98.608889
61987931,17.03,73.72
177756483,27.41528,90.42944
177756483,28.253008,83.938548
177756483,27.21531743,87.74429673
177756483,27.39103982,88.49136705
62038695,25.5068128,90.22521973
62038695,26.90890622,93.30804348
62038695,25.16,90.39
62038695,25.5154911,90.60240264
62038695,25.19620942,90.63740015
62038695,25.00355687,93.5247003
253632034,19.359972,73.259861
253632034,14.2639,74.7389
253632034,14.271,74.739417
253632034,14.128417,74.954192
253632034,12.143375,75.239294
253632034,12.073394,75.290014
253632034,12.328325,75.298942
253632034,11.8754,75.38431
253632034,11.799797,75.483164
253632034,11.1051,75.87147
253632034,11.542903,76.026456
253632034,11.521192,76.026681
253632034,11.437017,76.047103
253632034,10.672644,76.089597
253632034,10.048208,76.360711
253632034,9.708756,76.398667
253632034,11.459389,76.403194
253632034,11.462814,76.446225
253632034,11.457953,76.507786
253632034,8.895353,76.586678
253632034,10.313342,76.595403
253632034,9.140719,76.623506
253632034,8.922081,76.654228
253632034,8.956008,76.716086
253632034,9.188333,76.767492
253632034,11.358222,76.795061
253632034,9.376506,76.989806
253632034,8.927881,77.059553
253632034,8.893586,77.060814
253632034,8.925964,77.066364
253632034,8.879764,77.095175
253632034,8.642969,77.200375
31219,14.2736,75.1167
31219,14.8583,74.775
31219,13.416667,75.75
31219,14.25,74.583333
31219,14.598056,74.846111
31219,14.721111,74.715278
31219,14.644167,74.603333
31219,14.295,74.8325
31219,14.368056,74.614722
31219,14.329444,74.718333
31219,14.633889,74.872778
31219,14.872222,74.631389
31219,14.562778,74.694444
31219,14.646389,74.719722
31219,15.089722,74.812778
31219,15.186667,74.653611
31219,14.840556,74.841111
31219,14.997778,74.821111
31219,15.132222,74.8775
31219,14.271667,75.206389
31219,14.876667,74.929444
31219,14.7125,74.684722
31219,14.283333,74.733333
31219,13.416667,75.28
31219,11.9197,75.6161
31219,12.5319,75.2671
31219,11.8409,75.7764
31219,12.827222,75.427222
31219,14.266667,74.7
31219,14.25,74.833333
31219,14.433333,74.45
31219,17.7,74.033333
31219,10.361389,76.699167
31219,10.490278,76.678333
31219,10.180278,76.841111
31219,10.449167,76.836667
31219,10.399444,76.864722
31219,10.549722,76.680556
31219,9.083056,77.186389
31219,9.087778,77.1575
31219,9.090278,77.274444
31219,8.968056,77.151667
31219,14.719944,74.28
31219,12.49,75.35
31219,12.42,75.39
31219,17.603611,73.735833
31219,17.453611,73.7125
31219,17.659722,73.973056
31219,17.320556,73.772778
31219,17.246944,73.706111
31219,17.301944,73.834167
31219,16.458889,73.88
31219,13.05,75.29
31219,14.5225,74.553139
31219,14.929722,74.805
31219,14.737722,74.718556
31219,14.575778,74.549
31219,14.353861,74.509111
31219,14.345472,74.559889
31219,14.450944,74.494611
31219,12.452722,75.619139
31219,12.6535,75.618972
31219,12.545556,75.668611
31219,13.605,75.270556
31219,13.690556,75.186944
31219,13.508833,75.968889
31219,13.674197,74.799125
31219,12.5,75.65
31219,14.590525,74.573294
31219,14.531656,74.563292
31219,9.2333,77.08333
31219,8.690278,77.234722
31219,12.416667,75.418056
31219,14.2294,74.807696
31219,14.816667,75.166667
31219,12.5583,75.6611
31219,12.5583,75.6611
31219,12.5583,75.6611
31219,9.18056,77.0972
31219,14.31,74.34
31219,14.35,74.5
31219,10.153844,76.770272
31219,18.657,73.161
31219,19.642,73.232
31219,17.429,73.418
31219,16.401,73.732
31219,14.823,74.678
31219,13.461,74.957
31219,14.229,75.207
31219,12.908,75.249
31219,11.992,75.588
31219,11.445,75.909
31219,11.73,76.147
31219,10.576,76.302
31219,11.278,76.302
31219,10.85,76.551
31219,9.297,76.92
31219,9.018,76.95
31219,10.07,76.956
31219,14.75,74.816667
31219,14.583333,74.833333
31219,14.95,74.9
31219,14.566667,74.916667
31219,14.866667,74.916667
31219,13.766667,75.083333
31219,13.833333,75.116667
31219,14.116667,75.316667
31219,15.533333,75.333333
31219,12.75,76.016667
31219,13.083333,76.016667
31219,12.916667,76.1
31219,13.833333,76.6
31219,13.1417,75.0917
31219,8.79722,77.1194
31219,7.4,80.8
31219,13.125,75.1667
31219,12.825,75.575
31219,14.6917,74.375
31219,14.9917,74.6583
31219,8.95833,77.0667
31219,12.458334,75.641667
31219,14.2508,74.6656
31219,12.55,75.6667
31219,12.22408,75.562604
31219,13.14,74.75
36652,11.554,76.01
36652,11.54473333,76.02808889
36652,10.58307222,76.32134444
36652,10.60969444,76.33879444
36652,8.93339,77.17176
36652,8.90361389,77.17935
33642,11.02648,76.84284
33642,10.391456,77.56905
33642,10.2083,77.45
33642,10.2417,77.5167
33642,10.2667,77.5167
33642,11.18802,76.4553
33642,11.203086,76.45035
33642,10.16381,77.06326
33642,10.1736,77.0292
33642,10.13009,77.16572
33642,10.08639,77.06294
33642,10.16381,77.06326
33642,10.15929,77.02402
33642,10.14497,77.03503
33642,10.08639,77.17243
33642,10.181636,77.103319
33642,11.5051,76.134558
33642,10.1808,77.1931
33642,10.08507,77.07546
33642,10.16151,77.06142
33642,10.15417,77.07862
33642,10.05407,77.10775
33642,10.16151,77.06142
33642,10.09524,77.18539
33642,10.174267,77.023517
33642,10.173217,77.066167
33642,10.217577,77.075983
33642,10.233585,77.102992
33642,10.179908,77.190153
33642,10.137009,77.262408
33642,10.23,77.489998
117894243,14.14,74.96
117894243,8.505778,77.458552
117894243,10.348778,76.895241
117894243,10.312675,76.91016
117894243,10.354856,76.930115
117894243,10.397607,76.989666
117894243,10.265151,76.892026
117894243,10.350881,76.934518
117894243,10.34513,76.92361
117894243,10.35214,76.92698
117894243,10.32239,76.92987
117894243,10.33861,76.93481
117894243,10.33788,76.93581
117894243,10.39588,76.99121
117894243,8.531619,77.355428
117894243,8.54991,77.376565
117894243,8.528225,77.434588
117894243,8.525881,77.444858
117894243,8.524337,77.44528
117894243,8.525236,77.446594
117894243,8.532527,77.452555
117894243,8.91667,77.2667
117894243,8.932883,77.271463
117894243,9.59167,77.175
117894243,10.175,77.5167
117894243,10.2417,77.5167
117894243,10.2667,77.5167
117894243,13.200256,75.191717
117894243,14.061655,74.866333
117894243,12.55,75.6667
117894243,10.323591,76.951003
117894243,14.617094,74.842118
117894243,12.193639,75.633296
117894243,12.856806,75.694555
117894243,8.549498,77.385735
117894243,12.888151,75.687716
117894243,10.293195,76.902525
117894243,10.326973,76.955397
117894243,12.226045,75.645283
117894243,17.126086,73.859758
117894243,13.000517,75.568
117894243,10.351293,76.935993
117894243,10.258819,76.949788
117894243,10.347939,76.934036
117894243,10.288095,76.996495
117894243,27.172553,90.658973
117894243,12.922925,75.655721
117894243,12.679654,75.732409
117894243,12.190987,75.789284
117894243,10.32059,76.832147
117894243,10.320372,76.834036
117894243,10.214438,76.84834
117894243,10.351661,76.935678
117894243,10.345724,76.950488
117894243,12.918209,75.673173
117894243,12.189455,76.642543
117894243,10.294426,76.801646
117894243,10.333314,76.841682
117894243,10.319021,76.893174
117894243,10.370603,76.987367
117894243,10.399302,77.002688
117894243,10.365866,77.002995
117894243,21.97,100.45
117894243,10.358025,76.890285
117894243,10.347891,76.892543
117894243,10.322817,76.928891
117894243,10.347996,76.931715
117894243,10.369175,76.994109
117894243,27.5544,88.4517
117894243,8.497334,77.483477
117894243,8.632959,77.177732
117894243,9.455666,77.165222
117894243,12.337494,75.806908
117894243,8.81566,77.013268
117894243,8.70864,77.13147
117894243,10.357455,76.883507
117894243,10.323591,76.951004
117894243,11.88507,77.14257
117894243,12.224535,75.649574
117894243,8.9167,77.2833
117894243,18.783333,98.916667
117894243,18.144722,99.521667
117894243,18.333333,99.866667
117894243,19.0667,99.75
117894243,18.532117,98.546983
31199,10.29624,76.56894
31199,8.713769,77.03805
31199,12.82569,75.52954
31199,10.15779,76.7856
31199,9.416614,77.06488
31199,9.40358,77.02449
31199,9.407992,77.03381
38821,8.614253,77.24406
38821,8.6303,77.23956
38821,9.646814,77.35911
38821,8.6303,77.23956
38821,8.617592,77.24392
38821,9.583544,77.33303
38821,9.581589,77.33963
38821,9.643247,77.36098
38821,9.646814,77.35911
38821,9.690017,77.39763
38821,8.6303,77.23956
38821,9.684244,77.39924
38821,9.583544,77.33303
38821,8.617591,77.24389
38821,8.617592,77.24392
38821,8.614253,77.24406
38821,9.646814,77.35911
38821,9.547408,77.31473
38821,9.581589,77.33967
38821,9.520766,77.401711
38821,9.520766,77.401712
38821,9.690017,77.39763
38821,8.6303,77.23956
38821,9.643225,77.35013
38821,9.690017,77.39763
38821,9.639319,77.3603
38821,9.629172,77.37857
38821,9.690017,77.39763
38821,9.714989,77.40356
31170,10.994589,76.619106
31170,11.002308,76.621706
31170,10.991244,76.621747
31170,11.007072,76.628178
31170,11.003628,76.632819
31170,10.985683,76.638169
31170,10.995111,76.640439
31170,11.029231,76.672033
31170,11.032894,76.674231
31170,11.026042,76.674244
31170,11.023625,76.676433
31170,11.031472,76.678578
31170,11.0229,76.680081
31170,11.026783,76.681531
31170,11.032347,76.682575
31170,10.997694,76.687056
31170,11.008264,76.691067
31170,11.036497,76.691756
31170,10.993086,76.694667
31170,11.032839,76.694814
31170,11.037517,76.695608
31170,11.030581,76.695664
31170,11.0007,76.697828
31170,11.035361,76.698483
31170,11.016644,76.699367
31170,11.033639,76.700239
31170,11.007781,76.703247
31170,11.033375,76.703467
31170,11.013072,76.714011
31170,11.039006,76.722531
119048736,10.2417,77.5167
119048736,11.4,76.7
119048736,11.44599866,76.62191391
129335824,24.5,91.66667
129335824,24.92316086,91.87266365
129335824,24.91817915,92.65269295
31220,10.14379045,77.04231262
31220,10.04892242,77.42608305
31220,10.22836116,77.49009138
31220,10.23579414,77.49678617
31220,10.2327534,77.49764448
33497,11.81054303,92.70873536
33497,11.72449959,92.73070802
62565,9.80884157,77.02211759
62565,8.57362896,77.17170236
62565,9.44546716,77.18942261
62565,8.58109758,77.19367501
62565,8.61632545,77.24555969
62565,8.61617082,77.24845116
62565,8.61073961,77.25188439
62565,8.53065897,77.33509657
62565,8.30013018,77.35071345
62565,8.2756691,77.35346003
144052276,28.49034778,94.51858294
144053300,11.897635,92.7784993
144056383,26.49002631,93.9632106
145290519,12.99896828,75.43443828
145290519,17.9977027,82.45176301
145290519,18.10215924,83.02305208
145290519,27.20320088,88.55639622
145301615,27.60394173,93.46469078
145301728,25.54395215,90.93174255
145301728,25.55292169,91.87921922
145301965,28.27886176,95.6150163
145301965,24.21589778,96.23240231
145310645,28.166667,96.166667
145311979,27.93967188,96.2210485
145344026,28.47472727,94.74746704
145404323,25.52782889,91.57565508
145404323,25.51295727,91.69101152
31200,10.499,76.83038
31200,10.512,76.83211
31200,10.5,76.83439
32866,8.748125,77.12422
32866,8.884903,77.13301
32866,8.621894,77.21705
32866,8.878667,77.15864
32866,9.543086,77.48221
32866,11.5652,76.75024
32866,10.35383,76.72131
32866,8.723722,77.13755
32866,8.748125,77.12422
32866,8.621894,77.21705
150213910,28.54322006,83.69597734
150213910,28.31134146,83.89373124
150213910,28.66390518,84.45403398
150213910,28.16615989,85.66253007
150213910,26.81638892,87.44748153
150213910,27.66893407,88.3190918
150213910,26.86215499,90.27060269
150213910,24.89739953,92.76621164
150215092,25.297281,91.69992
150215092,16.871288,101.718669
150215092,25.3,91.7
150215092,25.3,91.7
150215092,25.583333,91.633333
150215092,27.46908653,90.32996416
150215092,22.35892338,93.34982048
150215092,21.7415804,98.62771137
152958245,19.333333,98.833333
152958245,19.416667,98.916667
152958245,28.36260217,95.89591724
153112765,27.740736,98.66582
153112765,29.32,95.33
153112765,28.7925377,94.91996944
153112765,28.91762756,94.93095576
153112765,29.25392543,95.19115599
153112765,27.89456504,98.30336199
153115088,11.20699265,76.43375963
153115088,11.22316038,76.58068301
153115088,8.92984371,76.64165497
153115088,10.84003523,76.66231871
153115088,9.68495456,76.88827185
153115088,9.98474277,77.24624634
153115088,9.98430177,77.24634863
153115088,10.23579414,77.49730115
153116010,26.73339424,89.24985879
153116010,25.68366122,91.40867227
153116010,27.00271284,95.53710938
153116061,28.41103244,95.90627492
155993997,1.5,102.25
155993997,1.592893,99.187895
155993997,1.687554,98.993356
155993997,1.761589,99.252214
155993997,-0.6,100.15
155993997,2.21744003,102.205342
155993997,2.05275957,103.5072219
157146680,11.70772927,92.69174409
157146680,12.6268163,92.94359914
157146680,11.8976968,92.77785557
157150683,28.13012774,85.53955078
157150683,27.45667592,86.05419164
157150683,27.38841304,86.23546605
157150683,27.63300062,87.14929247
157150683,27.71083842,87.85241747
157150683,27.59406093,88.37976122
158847184,11.76432133,92.7224604
158847184,14.11587606,93.37129618
159051467,25.59077248,91.76159379
159051467,26.42017662,93.62926958
159074166,12.63504018,92.82182475
159079094,11.5829209,92.65670653
159079094,11.62476644,92.67334042
159079094,11.62476644,92.67746029
159079733,28.12673258,95.25480089
159080036,26.58129775,89.01677164
159080036,26.60094622,89.03325113
159080601,27.17863197,88.5280359
159080601,26.13645436,90.01885053
159080601,26.16110913,91.76018354
159103471,11.62222006,92.66865787
159103471,13.15705049,93.00624128
159104035,10.52825,76.71933
159104035,10.33182,76.8467
159104035,11.19783219,76.42249862
159104035,11.07228752,76.57035539
159104035,11.31669214,76.59357261
159104035,11.31862785,76.5940876
159104035,10.83909107,76.66739988
159104035,10.98243641,76.69255123
159104035,11.40105201,76.73604502
159104035,11.05282908,76.81488705
159104035,11.41625497,76.86475819
159104035,10.30076003,76.99976826
159104035,8.72326066,77.74125082
159121187,26.35564594,93.44178762
33608,8.838889,77.180556
33608,8.838889,77.180556
33608,10.381944,76.760101
33608,10.28,76.43
33608,10.5,76.5
33608,9.5,76.83
33608,10.354983,76.635067
33608,10.344983,76.621066
169056310,10.298994,76.892244
169056310,10.252168,76.940389
169056310,10.39863,76.9876
169056310,8.546982,77.388388
169056310,8.531125,77.436232
169056310,8.538889,77.455556
169056310,8.441667,77.475
169056310,8.523887,77.444183
169056310,9.59167,77.175
169056310,8.441667,77.475
169056310,10.137876,77.059479
169056310,10.347891,76.892543
169056310,10.369175,76.994109
169056310,10.3,77.0
169056310,8.7,77.383333
169056310,11.61179042,76.10799181
169056377,8.698352,77.275822
169056377,8.504928,77.466446
169056377,8.689,77.297356
169056377,8.680019,77.345886
169056377,8.683064,77.346542
169056377,8.682406,77.344031
169056981,15.14726,74.502458
169056981,10.450833,76.496389
169056981,8.297222,77.508333
169056981,12.55,75.661
169056981,13.502664,75.080702
169056981,14.991053,74.10268
169056981,15.14687,74.504813
169056981,10.30283,76.60445
169056981,8.920339,77.096078
169056981,8.914383,77.170681
169056981,10.384592,76.646631
169056981,11.600242,76.113286
169056981,10.30431,76.60603
31169,12.45900136,75.71607644
33018,11.107325,76.403264
33018,11.136597,76.406806
33018,11.083,76.4667
33018,8.900033,76.57057
33018,11.09595,76.76811
33018,9.268097,76.93797
33018,8.600953,77.508219
33018,8.578028,77.517519
33022,8.858274,77.222042
33022,12.938583,75.403372
33022,13.917611,75.450281
33022,12.224222,75.454603
33022,12.051164,75.783619
33022,11.587658,75.894289
33022,11.303414,76.250875
33022,11.438622,76.392533
33022,10.779144,76.398492
33022,11.136597,76.406806
33022,9.37625,76.985697
33022,8.913092,77.058697
33022,8.577283,77.102233
33022,8.757642,77.111189
33022,8.619797,77.132847
33022,8.955444,77.149789
33022,8.661222,77.150122
33022,8.913342,77.190083
33022,8.884586,77.198386
33022,8.869456,77.20945
33022,8.621542,77.220333
33023,8.667,77.283
33023,8.684186,77.306544
33023,8.685886,77.309
33023,8.667,77.33
33023,8.680578,77.345944
33023,8.60910522,77.21969653
169578317,12.5372,75.6625
169578317,11.1167,76.425
169578317,8.532045,77.453334
169578317,12.5583,75.6611
169578317,12.5583,75.6611
169578317,9.41389,77.0542
169578317,9.1875,77.1556
169578317,10.42366,76.88481
169578317,10.35745,76.8891
169578317,10.35608,76.89021
169578317,10.35665,76.89035
169578317,10.35707,76.89149
169578317,10.35767,76.89254
169578317,10.35953,76.89256
169578317,10.36013,76.89358
169578317,10.35006,76.8976
169578317,13.4917,75.075
169578317,13.458334,75.091667
169578317,10.3,76.7083
169578317,13.5083,75.0917
169578317,12.458334,75.641667
169578317,12.55,75.6667
169578317,9.19028,77.0347
169578317,9.1875,77.1556
169578317,12.55,75.6667
169578317,10.359086,76.888669
169578317,10.361912,76.927792
169578317,10.358025,76.890285
169578317,10.347891,76.892543
169578317,11.835275,75.839096
169578317,11.835634,75.8563
169578317,10.357455,76.883507
172580995,23.531078,99.411861
172580995,23.125462,104.702829
172580995,22.01071,100.799775
172580995,21.475834,101.56752
172580995,23.146851,99.246047
172580995,21.475834,101.56752
172580995,21.475834,101.56752
172580995,25.52975915,91.72184727
172580995,14.29352912,108.043971
172587745,25.45,90.33333
172738069,13.15771493,93.00593015
172738069,13.16280057,93.01081177
31185,11.928232,77.2125
31185,9.111647,76.874194
31185,12.730475,75.658867
31185,8.754167,77.117642
31185,8.617633,77.137958
31185,8.68055,77.167028
31185,8.711169,77.144956
31185,8.682125,77.176253
31185,11.540197,76.062117
175597058,19.416667,98.3
175597058,25.57,91.93
175597058,19.416667,98.3
175615495,20.251333,105.713833
175615495,18.524513,98.515553
175615495,18.52464,98.515665
175615495,18.524637,98.515696
175615495,18.524558,98.515768
175615495,20.3,99.833333
175615495,25.47426298,91.50551319
175615495,25.44563085,92.33802794
175615495,21.9328434,95.99497318
175615495,26.11923255,97.32719703
175615495,22.19858348,100.7963566
31275,28.484125,83.882611
31275,27.190078,90.543084
31275,18.252013,109.504134
31275,22.98,103.68
31275,22.983563,103.687613
31275,18.516726,110.029085
31275,18.5,110.03
31275,23.160603,106.288701
31275,23.763342,98.82524
31275,22.983563,103.687613
31275,23.45,104.67
31275,23.437468,104.672252
31275,24.05,105.07
31275,23.63,105.62
31275,23.625319,105.630906
31275,23.45,104.67
31275,23.45,104.67
31275,23.437468,104.672252
31275,22.98,103.68
31275,22.983563,103.687613
31275,22.845607,110.62108
31275,23.45,104.67
31275,22.391288,106.817838
31275,23.45,104.67
31275,22.391288,106.817838
31275,22.010889,100.79926
31275,21.48,101.57
31275,23.45,104.67
31275,18.831611,98.888
31275,18.833333,98.833333
31275,18.831611,98.888
31275,28.148333,85.384444
31275,18.583333,98.833333
31275,20.475,105.08777
31275,28.15,85.39
31275,27.03061959,88.29801579
31275,27.37727499,88.32230974
31275,26.50381681,93.25351946
31275,22.30709583,93.5146154
31275,25.10724576,94.099596
31275,27.17059965,94.20320289
31275,21.91908466,95.90691089
31275,28.148333,85.384444
31275,28.44760047,83.791008
31275,28.26152453,85.60750719
31275,27.33556101,90.58404563
31275,25.5862657,91.60366058
31275,25.57791943,91.60383404
31275,25.57544199,91.60434902
31275,25.58055166,91.60555065
31275,25.57606136,91.6070956
31275,25.57342904,91.60795391
31275,25.5790033,91.60812557
31275,25.58179033,91.60864056
31275,25.58256449,91.60984219
31275,25.57668072,91.61035717
31275,25.57280966,91.61190212
31275,25.57730008,91.61207378
31275,25.58349349,91.61224544
31275,25.57946781,91.61276043
31275,25.58442247,91.61567867
31275,25.57280966,91.61636532
31275,25.58055166,91.61636532
31275,25.58364832,91.61653698
31275,25.57482263,91.61722362
31275,25.57606136,91.61739529
31275,25.57730008,91.61739529
31275,25.58225483,91.61791027
31275,25.4148169,91.69863218
31275,25.41504947,91.69940465
31275,25.41543709,91.69996255
31275,25.41628985,91.70043462
31275,25.41636738,91.70112127
31275,21.77036138,100.8864002
31275,21.53550655,101.012743
176680211,25.3,91.7
176680211,25.43860855,91.08522137
176680211,25.59228824,91.10444744
176680211,25.64429637,91.12367351
176680211,25.64677238,91.13191326
176680211,25.36169504,91.17311199
176680211,25.59228824,91.20057781
176680211,25.47828666,91.20661623
176680211,25.5253874,91.22034914
176680211,25.59228824,91.27473553
176680211,25.65172426,91.30769451
176680211,25.7037065,91.324174
176680211,25.31949586,91.41206463
176680211,25.26486333,91.45600994
176680211,25.29963234,91.51643474
176680211,25.5873339,91.57411297
176680211,25.23763816,91.58993608
176680211,25.64429637,91.59059246
176680211,25.26744746,91.59680254
176680211,25.27676136,91.59748918
176680211,25.22645779,91.59817583
176680211,25.28421197,91.60057909
176680211,25.59228824,91.60157879
176680211,25.29755984,91.60881883
176680211,25.25327699,91.61262436
176680211,25.27345857,91.61296768
176680211,25.21900364,91.61362535
176680211,25.31711336,91.61568529
176680211,25.28680762,91.61846085
176680211,25.23619765,91.61914749
176680211,25.27489864,91.62632829
176680211,25.21682942,91.62804491
176680211,25.24819646,91.6294182
176680211,25.289291,91.63356705
176680211,25.2365082,91.63391037
176680211,25.31990646,91.64040453
176680211,25.27532132,91.64215012
176680211,25.21651882,91.64624101
176680211,25.24012255,91.64624101
176680211,25.58981109,91.65101726
176680211,25.2329798,91.65791399
176680211,25.30780255,91.65894396
176680211,25.24085589,91.6600029
176680211,25.24043309,91.66066057
176680211,25.69133183,91.67024334
176680211,25.2515275,91.67163849
176680211,25.24085589,91.67373581
176680211,25.20564714,91.67782671
176680211,25.25378577,91.67817003
176680211,25.22055662,91.68812639
