internalTaxonId,scientificName,redlistCategory,redlistCriteria,kingdomName,phylumName,className,orderName,familyName,genusName,speciesEpithet,doi,populationTrend,hasImage
158847184,Vitex wimberleyi,Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Vitex,wimberleyi,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T158847184A158892410.en,Decreasing,False
159051467,Callicarpa moldenkeana,Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,moldenkeana,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T159051467A159054357.en,Unknown,True
159074166,Cryptocarya andamanica,Vulnerable,D2,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,andamanica,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159074166A159443752.en,Unknown,False
159079094,Cryptocarya balakrishnanii,Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,balakrishnanii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159079094A159443782.en,Unknown,False
159079733,Cryptocarya burkillii,Critically Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,burkillii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159079733A159443812.en,Unknown,False
159080036,Cryptocarya cavei,Critically Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,cavei,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159080036A159443837.en,Unknown,False
159080601,Cryptocarya dekae,Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,dekae,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159080601A159443877.en,Unknown,False
159103471,Cryptocarya insularis,Vulnerable,D2,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,insularis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159103471A159443962.en,Unknown,False
159104035,Cryptocarya lawsonii,Vulnerable,C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,lawsonii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159104035A159444007.en,Decreasing,False
159121187,Cryptocarya simonsii,Critically Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Cryptocarya,simonsii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T159121187A159444152.en,Unknown,False
54478,Ghatophryne ornata,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ghatophryne,ornata,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T54478A166095955.en,Decreasing,True
54584,Duttaphrynus beddomii,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,beddomii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T54584A166096204.en,Decreasing,True
54593,Duttaphrynus brevirostris,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Duttaphrynus,brevirostris,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T54593A166096349.en,Decreasing,True
54684,Beduka koynayensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Beduka,koynayensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T54684A166096562.en,Decreasing,True
58203,Amolops chakrataensis,Critically Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,chakrataensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58203A166098755.en,Decreasing,True
58273,Minervarya keralensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,keralensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58273A166099369.en,Decreasing,True
197660098,Indirana beddomii,Endangered,"B1ab(iii,v)",ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,beddomii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T197660098A166100666.en,Decreasing,True
58312,Walkerana leptodactyla,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Walkerana,leptodactyla,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58312A166101287.en,Decreasing,True
58314,Walkerana phrynoderma,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Walkerana,phrynoderma,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58314A166101476.en,Decreasing,True
58377,Micrixalus elegans,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,elegans,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58377A166102173.en,Decreasing,True
58379,Micrixalus gadgili,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,gadgili,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58379A166102249.en,Decreasing,True
58383,Micrixalus phyllophilus,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,phyllophilus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58383A166102352.en,Decreasing,False
58385,Micrixalus silvaticus,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,silvaticus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58385A166102455.en,Unknown,True
58387,Micrixalus thampii,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,thampii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58387A166102542.en,Decreasing,True
58395,Nyctibatrachus aliciae,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,aliciae,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58395A166102719.en,Decreasing,True
58399,Nyctibatrachus karnatakaensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,karnatakaensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58399A166102930.en,Decreasing,False
58401,Nyctibatrachus major,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,major,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58401A166103114.en,Decreasing,False
58402,Nyctibatrachus minor,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,minor,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58402A166103238.en,Decreasing,True
58403,Nyctibatrachus sanctipalustris,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,sanctipalustris,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58403A166103339.en,Decreasing,True
58404,Nyctibatrachus sylvaticus,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,sylvaticus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58404A166103461.en,Unknown,False
58571,Ingerana charlesdarwini,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Ingerana,charlesdarwini,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58571A166104490.en,Decreasing,True
58788,Chirixalus dudhwaensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Chirixalus,dudhwaensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58788A166105738.en,Decreasing,True
58829,Raorchestes chalazodes,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,chalazodes,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58829A166106548.en,Decreasing,True
58847,Raorchestes glandulosus,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,glandulosus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58847A166106955.en,Decreasing,True
58849,Raorchestes griet,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,griet,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58849A166107068.en,Decreasing,False
58876,Philautus namdaphaensis,Vulnerable,B2ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Philautus,namdaphaensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58876A166107469.en,Decreasing,True
58903,Raorchestes signatus,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,signatus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58903A166107945.en,Decreasing,True
58926,Raorchestes tinniens,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,tinniens,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58926A166108604.en,Decreasing,False
58927,Raorchestes travancoricus,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,travancoricus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58927A166108743.en,Decreasing,True
58983,Rhacophorus calcadensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,calcadensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T58983A166109531.en,Decreasing,False
59027,Ghatixalus variabilis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Ghatixalus,variabilis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T59027A166109981.en,Decreasing,True
61850,Uperodon assamensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Uperodon,assamensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T61850A166111992.en,Decreasing,False
61885,Raorchestes nerostagona,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,nerostagona,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T61885A166112244.en,Decreasing,True
135879,Megophrys zunhebotoensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,zunhebotoensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T135879A166112666.en,Decreasing,False
136045,Nyctibatrachus minimus,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,minimus,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T136045A166113102.en,Decreasing,True
136049,Minervarya nicobariensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,nicobariensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T136049A166113212.en,Stable,False
158638,Amolops assamensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Amolops,assamensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T158638A166113999.en,Decreasing,True
173018,Nyctibatrachus dattatreyaensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,dattatreyaensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T173018A166114332.en,Decreasing,True
186160,Raorchestes chotta,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,chotta,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T186160A166114872.en,Decreasing,True
186161,Raorchestes coonoorensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,coonoorensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T186161A166115005.en,Decreasing,True
186163,Raorchestes kaikatti,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,kaikatti,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T186163A166115130.en,Decreasing,True
186165,Raorchestes marki,Critically Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,marki,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T186165A166115426.en,Decreasing,True
186166,Raorchestes sushili,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,sushili,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T186166A166115575.en,Decreasing,True
187830,Raorchestes chromasynchysi,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,chromasynchysi,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T187830A166115729.en,Decreasing,True
189700,Beduka amboli,Endangered,"B1ab(iii,v)",ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Beduka,amboli,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T189700A166115894.en,Decreasing,True
78521208,Nyctibatrachus kumbara,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,kumbara,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T78521208A166116623.en,Decreasing,True
79080668,Megophrys oropedion,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,oropedion,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T79080668A166116648.en,Unknown,True
79095367,Mercurana myristicapalustris,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Mercurana,myristicapalustris,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T79095367A166116653.en,Decreasing,True
79719834,Beddomixalus bijui,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Beddomixalus,bijui,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T79719834A166116673.en,Decreasing,True
88368304,Megophrys vegrandis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,vegrandis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T88368304A166116688.en,Decreasing,False
88378128,Nyctibatrachus anamallaiensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,anamallaiensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T88378128A166116708.en,Decreasing,False
89183211,Indirana salelkari,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,salelkari,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T89183211A166116733.en,Decreasing,False
121370882,Minervarya manoharani,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,manoharani,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T121370882A166116920.en,Decreasing,False
165414176,Minervarya goemchi,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Minervarya,goemchi,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T165414176A166116971.en,Decreasing,False
88369128,Micrixalus kottigeharensis,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICRIXALIDAE,Micrixalus,kottigeharensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T88369128A166156075.en,Decreasing,True
88378424,Nyctibatrachus beddomii,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,beddomii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T88378424A166156380.en,Decreasing,True
88378891,Nyctibatrachus deccanensis,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus,deccanensis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T88378891A166156541.en,Decreasing,False
33608,Atuna travancorica,Critically Endangered,A2c; C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CHRYSOBALANACEAE,Atuna,travancorica,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T33608A169055603.en,Decreasing,False
169056310,Calophyllum austroindicum,Vulnerable,A2cd,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,austroindicum,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T169056310A169056351.en,Stable,True
169056377,Calophyllum pascalianum,Critically Endangered,D,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,pascalianum,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T169056377A169056798.en,Unknown,False
169056981,Capparis rheedei,Vulnerable,"A2c; B2ab(iii,v); C2a(i)",PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,CAPPARACEAE,Capparis,rheedei,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T169056981A169056985.en,Decreasing,True
31169,Hopea jacobi,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,jacobi,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T31169A169588922.en,Decreasing,False
33018,Hopea glabra,Endangered,C2a(i); D,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,glabra,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T33018A169589096.en,Decreasing,False
33022,Hopea racophloea,Endangered,C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,racophloea,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T33022A169589143.en,Decreasing,False
33023,Hopea utilis,Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(i); D",PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,DIPTEROCARPACEAE,Hopea,utilis,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T33023A169589185.en,Decreasing,False
169578317,Reinwardtiodendron anamalaiense,Vulnerable,A2c,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Reinwardtiodendron,anamalaiense,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T169578317A169589635.en,Decreasing,False
172580995,Alseodaphnopsis petiolaris,Vulnerable,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Alseodaphnopsis,petiolaris,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T172580995A172581635.en,Unknown,False
172587745,Dehaasia assamica,Critically Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Dehaasia,assamica,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T172587745A172607067.en,Unknown,False
172738069,Lindera andamanica,Vulnerable,D2,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Lindera,andamanica,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T172738069A172913103.en,Unknown,False
31185,Cynometra bourdillonii,Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Cynometra,bourdillonii,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T31185A173472237.en,Unknown,False
175597058,Machilus kingii,Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Machilus,kingii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T175597058A175597951.en,Unknown,True
175655434,Cryptocoryne sivadasanii,Vulnerable,B1ab(iii)+2ab(iii),PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Cryptocoryne,sivadasanii,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T175655434A175655465.en,Unknown,False
175615495,Phoebe angustifolia,Vulnerable,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Phoebe,angustifolia,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T175615495A175746105.en,Unknown,False
31275,Sloanea tomentosa,Endangered,C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Sloanea,tomentosa,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T31275A176691123.en,Decreasing,True
176680211,Antidesma khasianum,Endangered,C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Antidesma,khasianum,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T176680211A176691179.en,Decreasing,False
176856760,Ormosia robusta,Critically Endangered,C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Ormosia,robusta,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T176856760A176861755.en,Decreasing,False
176857958,Syzygium khasianum,Critically Endangered,C2a(i),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,khasianum,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T176857958A176861795.en,Decreasing,False
177944137,Premna debiana,Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Premna,debiana,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T177944137A177944173.en,Unknown,False
177944393,Premna milleflora,Vulnerable,"B2ab(i,ii,iii,iv)",PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Premna,milleflora,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T177944393A177944419.en,Unknown,True
177962982,Dipcadi goaense,Endangered,B1ab(iii)+2ab(iii),PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Dipcadi,goaense,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T177962982A177969102.en,Unknown,True
179054974,Dasymaschalon longiflorum,Vulnerable,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Dasymaschalon,longiflorum,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T179054974A179054978.en,Unknown,True
179207814,Goniothalamus thwaitesii,Vulnerable,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Goniothalamus,thwaitesii,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T179207814A179207816.en,Unknown,False
22693431,Calidris ferruginea,Vulnerable,A2bcd+4bcd,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ferruginea,https://dx.doi.org/10.2305/IUCN.UK.2024-2.RLTS.T22693431A180593985.en,Decreasing,True
181140345,Megophrys awuh,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,awuh,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T181140345A181389582.en,Decreasing,True
181141076,Megophrys dzukou,Critically Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,dzukou,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T181141076A181391525.en,Unknown,False
181473105,Blythophryne beryet,Vulnerable,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Blythophryne,beryet,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T181473105A181516499.en,Stable,False
181140883,Megophrys numhbumaeng,Endangered,B1ab(iii),ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,numhbumaeng,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T181140883A181893398.en,Decreasing,False
176848640,Alphonsea zeylanica,Vulnerable,B2ab(iii),PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Alphonsea,zeylanica,https://dx.doi.org/10.2305/IUCN.UK.2024-1.RLTS.T176848640A185287991.en,Unknown,False
186884431,Pecteilis triflora,Critically Endangered,C2a(i),PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Pecteilis,triflora,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T186884431A186884436.en,Decreasing,False
184539455,Crepidium aphyllum,Endangered,B2ab(iii),PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Crepidium,aphyllum,https://dx.doi.org/10.2305/IUCN.UK.2023-1.RLTS.T184539455A186885121.en,Stable,False
